FIPS,State,Year,Total Population,Labor Force Population,Employed,Unemployed
55,Wisconsin,1994,"3,860,424   ","2,821,969   ","2,701,170   ","120,799   "
56,Wyoming,1994,"352,650   ","249,475   ","237,213   ","12,262   "
01,Alabama,1995,"3,254,573   ","2,065,652   ","1,944,483   ","121,169   "
02,Alaska,1995,"414,654   ","302,584   ","280,482   ","22,102   "
04,Arizona,1995,"3,342,429   ","2,224,925   ","2,106,497   ","118,428   "
05,Arkansas,1995,"1,911,913   ","1,220,757   ","1,161,371   ","59,386   "
06,California,1995,"23,270,112   ","15,249,647   ","14,045,239   ","1,204,408   "
08,Colorado,1995,"2,889,220   ","2,126,472   ","2,041,000   ","85,472   "
09,Connecticut,1995,"2,549,359   ","1,739,897   ","1,647,652   ","92,245   "
10,Delaware,1995,"554,968   ","386,160   ","369,246   ","16,914   "
11,District of Columbia,1995,"456,169   ","299,691   ","273,946   ","25,745   "
12,Florida,1995,"11,320,777   ","7,029,535   ","6,634,765   ","394,770   "
13,Georgia,1995,"5,456,199   ","3,685,469   ","3,510,129   ","175,340   "
15,Hawaii,1995,"864,788   ","584,361   ","552,232   ","32,129   "
16,Idaho,1995,"856,708   ","602,117   ","569,129   ","32,988   "
17,Illinois,1995,"9,032,569   ","6,170,180   ","5,848,897   ","321,283   "
18,Indiana,1995,"4,430,332   ","3,120,576   ","2,983,145   ","137,431   "
19,Iowa,1995,"2,176,962   ","1,588,165   ","1,532,397   ","55,768   "
20,Kansas,1995,"1,919,744   ","1,354,147   ","1,295,343   ","58,804   "
21,Kentucky,1995,"2,955,369   ","1,855,089   ","1,755,083   ","100,006   "
22,Louisiana,1995,"3,192,065   ","1,962,982   ","1,828,635   ","134,347   "
23,Maine,1995,"955,065   ","638,769   ","601,191   ","37,578   "
24,Maryland,1995,"3,821,764   ","2,716,428   ","2,581,356   ","135,072   "
25,Massachusetts,1995,"4,744,399   ","3,200,907   ","3,025,933   ","174,974   "
26,Michigan,1995,"7,288,274   ","4,831,479   ","4,573,554   ","257,925   "
27,Minnesota,1995,"3,487,835   ","2,628,839   ","2,532,376   ","96,463   "
28,Mississippi,1995,"2,000,633   ","1,252,833   ","1,175,329   ","77,504   "
29,Missouri,1995,"4,046,291   ","2,825,443   ","2,689,305   ","136,138   "
30,Montana,1995,"655,968   ","443,612   ","418,312   ","25,300   "
31,Nebraska,1995,"1,229,998   ","903,083   ","879,342   ","23,741   "
32,Nevada,1995,"1,220,446   ","847,732   ","800,578   ","47,154   "
33,New Hampshire,1995,"878,784   ","632,150   ","607,983   ","24,167   "
34,New Jersey,1995,"6,193,780   ","4,112,929   ","3,849,223   ","263,706   "
35,New Mexico,1995,"1,253,473   ","800,713   ","747,682   ","53,031   "
36,New York,1995,"14,188,919   ","8,666,517   ","8,116,919   ","549,598   "
37,North Carolina,1995,"5,593,729   ","3,749,213   ","3,585,596   ","163,617   "
38,North Dakota,1995,"478,107   ","340,254   ","328,931   ","11,323   "
39,Ohio,1995,"8,481,260   ","5,606,776   ","5,333,991   ","272,785   "
40,Oklahoma,1995,"2,452,991   ","1,558,942   ","1,489,604   ","69,338   "
41,Oregon,1995,"2,447,348   ","1,663,592   ","1,584,378   ","79,214   "
42,Pennsylvania,1995,"9,372,861   ","5,898,354   ","5,550,870   ","347,484   "
44,Rhode Island,1995,"782,738   ","511,022   ","478,728   ","32,294   "
45,South Carolina,1995,"2,812,457   ","1,864,109   ","1,768,423   ","95,686   "
46,South Dakota,1995,"537,192   ","384,288   ","372,091   ","12,197   "
47,Tennessee,1995,"4,074,003   ","2,719,047   ","2,579,772   ","139,275   "
48,Texas,1995,"13,809,082   ","9,581,272   ","8,995,511   ","585,761   "
49,Utah,1995,"1,405,466   ","1,018,927   ","983,802   ","35,125   "
50,Vermont,1995,"448,463   ","320,199   ","306,813   ","13,386   "
51,Virginia,1995,"4,975,036   ","3,444,119   ","3,292,198   ","151,921   "
53,Washington,1995,"4,117,676   ","2,813,999   ","2,639,008   ","174,991   "
54,West Virginia,1995,"1,435,217   ","787,241   ","724,456   ","62,785   "
55,Wisconsin,1995,"3,907,628   ","2,871,941   ","2,764,906   ","107,035   "
56,Wyoming,1995,"358,259   ","253,087   ","241,005   ","12,082   "
01,Alabama,1996,"3,285,508   ","2,088,817   ","1,980,345   ","108,472   "
02,Alaska,1996,"419,532   ","307,505   ","284,581   ","22,924   "
04,Arizona,1996,"3,458,464   ","2,282,832   ","2,157,406   ","125,426   "
05,Arkansas,1996,"1,938,060   ","1,235,705   ","1,171,715   ","63,990   "
06,California,1996,"23,454,110   ","15,419,501   ","14,286,433   ","1,133,068   "
08,Colorado,1996,"2,967,196   ","2,155,783   ","2,065,863   ","89,920   "
09,Connecticut,1996,"2,557,147   ","1,748,779   ","1,657,282   ","91,497   "
10,Delaware,1996,"564,428   ","389,390   ","369,024   ","20,366   "
11,District of Columbia,1996,"452,039   ","289,593   ","265,134   ","24,459   "
12,Florida,1996,"11,556,901   ","7,169,118   ","6,790,347   ","378,771   "
13,Georgia,1996,"5,587,197   ","3,802,061   ","3,626,493   ","175,568   "
15,Hawaii,1996,"873,902   ","592,130   ","557,173   ","34,957   "
16,Idaho,1996,"878,746   ","616,168   ","582,796   ","33,372   "
17,Illinois,1996,"9,091,679   ","6,238,115   ","5,907,742   ","330,373   "
18,Indiana,1996,"4,476,964   ","3,097,829   ","2,975,820   ","122,009   "
19,Iowa,1996,"2,191,433   ","1,610,399   ","1,552,587   ","57,812   "
20,Kansas,1996,"1,938,667   ","1,368,780   ","1,310,346   ","58,434   "
21,Kentucky,1996,"2,985,016   ","1,871,151   ","1,769,764   ","101,387   "
22,Louisiana,1996,"3,219,038   ","1,987,457   ","1,859,378   ","128,079   "
23,Maine,1996,"962,080   ","654,176   ","619,380   ","34,796   "
24,Maryland,1996,"3,858,133   ","2,750,863   ","2,615,061   ","135,802   "
25,Massachusetts,1996,"4,778,180   ","3,232,958   ","3,083,897   ","149,061   "
26,Michigan,1996,"7,360,932   ","4,892,622   ","4,652,611   ","240,011   "
27,Minnesota,1996,"3,539,060   ","2,666,860   ","2,564,207   ","102,653   "
28,Mississippi,1996,"2,023,548   ","1,260,613   ","1,185,156   ","75,457   "
29,Missouri,1996,"4,088,620   ","2,878,161   ","2,741,539   ","136,622   "
30,Montana,1996,"667,523   ","448,736   ","423,859   ","24,877   "
31,Nebraska,1996,"1,245,732   ","917,096   ","892,309   ","24,787   "
32,Nevada,1996,"1,283,579   ","891,235   ","845,771   ","45,464   "
33,New Hampshire,1996,"893,997   ","634,990   ","611,146   ","23,844   "
34,New Jersey,1996,"6,243,576   ","4,181,706   ","3,925,777   ","255,929   "
35,New Mexico,1996,"1,280,352   ","815,705   ","754,101   ","61,604   "
36,New York,1996,"14,229,191   ","8,786,045   ","8,237,872   ","548,173   "
37,North Carolina,1996,"5,710,173   ","3,873,135   ","3,704,323   ","168,812   "
38,North Dakota,1996,"482,887   ","346,195   ","335,289   ","10,906   "
39,Ohio,1996,"8,523,697   ","5,663,419   ","5,380,204   ","283,215   "
40,Oklahoma,1996,"2,480,697   ","1,585,506   ","1,521,733   ","63,773   "
41,Oregon,1996,"2,499,692   ","1,709,067   ","1,613,773   ","95,294   "
42,Pennsylvania,1996,"9,402,742   ","5,981,116   ","5,650,972   ","330,144   "
44,Rhode Island,1996,"787,762   ","517,071   ","490,230   ","26,841   "
45,South Carolina,1996,"2,849,311   ","1,884,580   ","1,777,622   ","106,958   "
46,South Dakota,1996,"544,749   ","391,179   ","378,386   ","12,793   "
47,Tennessee,1996,"4,148,238   ","2,758,773   ","2,615,161   ","143,612   "
48,Texas,1996,"14,064,732   ","9,724,406   ","9,164,542   ","559,864   "
49,Utah,1996,"1,451,704   ","1,041,155   ","1,005,984   ","35,171   "
50,Vermont,1996,"453,906   ","325,436   ","311,770   ","13,666   "
51,Virginia,1996,"5,043,278   ","3,431,447   ","3,286,050   ","145,397   "
53,Washington,1996,"4,191,991   ","2,894,554   ","2,723,746   ","170,808   "
54,West Virginia,1996,"1,438,096   ","791,166   ","730,462   ","60,704   "
55,Wisconsin,1996,"3,953,579   ","2,920,275   ","2,815,076   ","105,199   "
56,Wyoming,1996,"362,617   ","254,710   ","241,981   ","12,729   "
01,Alabama,1997,"3,311,693   ","2,128,388   ","2,022,990   ","105,398   "
02,Alaska,1997,"422,329   ","311,446   ","289,660   ","21,786   "
04,Arizona,1997,"3,576,427   ","2,307,579   ","2,201,036   ","106,543   "
05,Arkansas,1997,"1,962,372   ","1,238,214   ","1,174,911   ","63,303   "
06,California,1997,"23,830,702   ","15,800,889   ","14,789,607   ","1,011,282   "
08,Colorado,1997,"3,040,158   ","2,209,916   ","2,135,599   ","74,317   "
09,Connecticut,1997,"2,564,685   ","1,753,844   ","1,671,437   ","82,407   "
10,Delaware,1997,"572,635   ","389,531   ","373,738   ","15,793   "
11,District of Columbia,1997,"449,408   ","285,675   ","262,397   ","23,278   "
12,Florida,1997,"11,801,240   ","7,368,304   ","7,004,894   ","363,410   "
13,Georgia,1997,"5,721,908   ","3,941,141   ","3,764,654   ","176,487   "
15,Hawaii,1997,"884,748   ","599,156   ","563,562   ","35,594   "
16,Idaho,1997,"898,783   ","631,142   ","598,183   ","32,959   "
17,Illinois,1997,"9,150,189   ","6,290,049   ","5,988,397   ","301,652   "
18,Indiana,1997,"4,509,181   ","3,115,837   ","3,010,660   ","105,177   "
19,Iowa,1997,"2,202,821   ","1,601,492   ","1,551,049   ","50,443   "
20,Kansas,1997,"1,955,254   ","1,381,725   ","1,329,212   ","52,513   "
21,Kentucky,1997,"3,004,497   ","1,907,764   ","1,808,277   ","99,487   "
22,Louisiana,1997,"3,243,176   ","2,005,020   ","1,887,248   ","117,772   "
23,Maine,1997,"969,509   ","657,625   ","623,506   ","34,119   "
24,Maryland,1997,"3,887,834   ","2,773,800   ","2,639,377   ","134,423   "
25,Massachusetts,1997,"4,816,034   ","3,305,580   ","3,171,495   ","134,085   "
26,Michigan,1997,"7,403,588   ","4,963,186   ","4,750,441   ","212,745   "
27,Minnesota,1997,"3,583,366   ","2,687,845   ","2,601,258   ","86,587   "
28,Mississippi,1997,"2,044,709   ","1,270,119   ","1,197,656   ","72,463   "
29,Missouri,1997,"4,128,775   ","2,918,639   ","2,791,007   ","127,632   "
30,Montana,1997,"673,660   ","452,487   ","427,715   ","24,772   "
31,Nebraska,1997,"1,256,965   ","921,451   ","899,334   ","22,117   "
32,Nevada,1997,"1,350,578   ","936,160   ","894,958   ","41,202   "
33,New Hampshire,1997,"907,459   ","651,995   ","630,082   ","21,913   "
34,New Jersey,1997,"6,297,610   ","4,248,300   ","4,022,575   ","225,725   "
35,New Mexico,1997,"1,298,398   ","822,033   ","769,361   ","52,672   "
36,New York,1997,"14,286,283   ","9,022,802   ","8,443,449   ","579,353   "
37,North Carolina,1997,"5,819,320   ","3,954,989   ","3,802,959   ","152,030   "
38,North Dakota,1997,"485,168   ","348,060   ","337,924   ","10,136   "
39,Ohio,1997,"8,548,800   ","5,720,779   ","5,455,538   ","265,241   "
40,Oklahoma,1997,"2,507,816   ","1,607,427   ","1,543,782   ","63,645   "
41,Oregon,1997,"2,543,452   ","1,744,058   ","1,647,301   ","96,757   "
42,Pennsylvania,1997,"9,413,467   ","6,057,322   ","5,746,875   ","310,447   "
44,Rhode Island,1997,"792,368   ","530,355   ","502,017   ","28,338   "
45,South Carolina,1997,"2,895,736   ","1,919,215   ","1,833,161   ","86,054   "
46,South Dakota,1997,"548,307   ","394,917   ","383,346   ","11,571   "
47,Tennessee,1997,"4,216,717   ","2,775,228   ","2,630,276   ","144,952   "
48,Texas,1997,"14,342,492   ","9,909,763   ","9,374,339   ","535,424   "
49,Utah,1997,"1,489,853   ","1,068,000   ","1,034,280   ","33,720   "
50,Vermont,1997,"459,268   ","330,141   ","317,190   ","12,951   "
51,Virginia,1997,"5,105,745   ","3,457,468   ","3,333,089   ","124,379   "
53,Washington,1997,"4,271,881   ","2,978,504   ","2,833,392   ","145,112   "
54,West Virginia,1997,"1,437,222   ","791,204   ","735,812   ","55,392   "
55,Wisconsin,1997,"3,986,530   ","2,955,346   ","2,852,070   ","103,276   "
56,Wyoming,1997,"365,059   ","255,875   ","243,670   ","12,205   "
01,Alabama,1998,"3,343,216   ","2,139,098   ","2,043,370   ","95,728   "
02,Alaska,1998,"425,206   ","314,212   ","294,397   ","19,815   "
04,Arizona,1998,"3,671,379   ","2,386,433   ","2,284,902   ","101,531   "
05,Arkansas,1998,"1,980,684   ","1,243,683   ","1,180,890   ","62,793   "
06,California,1998,"24,272,885   ","16,163,190   ","15,200,563   ","962,627   "
08,Colorado,1998,"3,108,358   ","2,298,863   ","2,215,297   ","83,566   "
09,Connecticut,1998,"2,570,971   ","1,738,821   ","1,682,614   ","56,207   "
10,Delaware,1998,"580,590   ","395,350   ","381,602   ","13,748   "
11,District of Columbia,1998,"451,180   ","292,067   ","267,943   ","24,124   "
12,Florida,1998,"12,033,324   ","7,529,551   ","7,195,954   ","333,597   "
13,Georgia,1998,"5,846,596   ","4,041,890   ","3,872,554   ","169,336   "
15,Hawaii,1998,"891,270   ","600,584   ","565,769   ","34,815   "
16,Idaho,1998,"916,319   ","649,022   ","614,945   ","34,077   "
17,Illinois,1998,"9,218,000   ","6,331,986   ","6,048,344   ","283,642   "
18,Indiana,1998,"4,537,813   ","3,119,732   ","3,026,989   ","92,743   "
19,Iowa,1998,"2,212,542   ","1,595,150   ","1,549,685   ","45,465   "
20,Kansas,1998,"1,972,920   ","1,399,696   ","1,347,559   ","52,137   "
21,Kentucky,1998,"3,033,138   ","1,920,154   ","1,833,373   ","86,781   "
22,Louisiana,1998,"3,261,981   ","2,025,322   ","1,913,652   ","111,670   "
23,Maine,1998,"974,856   ","654,798   ","625,461   ","29,337   "
24,Maryland,1998,"3,917,867   ","2,762,421   ","2,645,396   ","117,025   "
25,Massachusetts,1998,"4,850,634   ","3,330,123   ","3,217,472   ","112,651   "
26,Michigan,1998,"7,434,743   ","5,019,253   ","4,819,569   ","199,684   "
27,Minnesota,1998,"3,624,501   ","2,716,804   ","2,644,112   ","72,692   "
28,Mississippi,1998,"2,065,197   ","1,273,092   ","1,206,306   ","66,786   "
29,Missouri,1998,"4,161,095   ","2,935,421   ","2,815,796   ","119,625   "
30,Montana,1998,"676,880   ","462,467   ","436,456   ","26,011   "
31,Nebraska,1998,"1,265,449   ","928,647   ","905,196   ","23,451   "
32,Nevada,1998,"1,409,886   ","981,007   ","940,016   ","40,991   "
33,New Hampshire,1998,"919,836   ","660,976   ","642,275   ","18,701   "
34,New Jersey,1998,"6,347,555   ","4,230,400   ","4,036,346   ","194,054   "
35,New Mexico,1998,"1,315,525   ","835,863   ","783,692   ","52,171   "
36,New York,1998,"14,374,763   ","9,065,819   ","8,558,387   ","507,432   "
37,North Carolina,1998,"5,927,493   ","3,963,401   ","3,823,204   ","140,197   "
38,North Dakota,1998,"485,701   ","346,650   ","336,331   ","10,319   "
39,Ohio,1998,"8,574,904   ","5,715,648   ","5,467,616   ","248,032   "
40,Oklahoma,1998,"2,533,515   ","1,632,740   ","1,566,193   ","66,547   "
41,Oregon,1998,"2,580,293   ","1,774,937   ","1,674,820   ","100,117   "
42,Pennsylvania,1998,"9,431,101   ","6,058,069   ","5,773,887   ","284,182   "
44,Rhode Island,1998,"798,550   ","530,876   ","506,553   ","24,323   "
45,South Carolina,1998,"2,943,400   ","1,939,577   ","1,869,206   ","70,371   "
46,South Dakota,1998,"551,033   ","398,813   ","387,372   ","11,441   "
47,Tennessee,1998,"4,270,112   ","2,804,445   ","2,683,018   ","121,427   "
48,Texas,1998,"14,627,784   ","10,121,127   ","9,618,945   ","502,182   "
49,Utah,1998,"1,523,166   ","1,100,666   ","1,061,372   ","39,294   "
50,Vermont,1998,"464,047   ","333,918   ","322,574   ","11,344   "
51,Virginia,1998,"5,159,116   ","3,496,871   ","3,398,024   ","98,847   "
53,Washington,1998,"4,346,850   ","3,043,167   ","2,897,529   ","145,638   "
54,West Virginia,1998,"1,435,349   ","795,309   ","742,425   ","52,884   "
55,Wisconsin,1998,"4,013,898   ","2,964,489   ","2,867,078   ","97,411   "
56,Wyoming,1998,"366,418   ","259,989   ","247,489   ","12,500   "
01,Alabama,1999,"3,362,987   ","2,149,465   ","2,047,964   ","101,501   "
02,Alaska,1999,"430,986   ","316,973   ","296,831   ","20,142   "
04,Arizona,1999,"3,757,133   ","2,474,850   ","2,364,217   ","110,633   "
05,Arkansas,1999,"2,003,075   ","1,255,765   ","1,198,983   ","56,782   "
06,California,1999,"24,712,157   ","16,430,357   ","15,565,149   ","865,208   "
08,Colorado,1999,"3,187,860   ","2,332,016   ","2,261,735   ","70,281   "
09,Connecticut,1999,"2,580,254   ","1,744,360   ","1,700,550   ","43,810   "
10,Delaware,1999,"588,458   ","399,069   ","386,150   ","12,919   "
11,District of Columbia,1999,"455,025   ","305,367   ","285,387   ","19,980   "
12,Florida,1999,"12,254,823   ","7,687,247   ","7,384,098   ","303,149   "
13,Georgia,1999,"5,967,591   ","4,120,030   ","3,961,994   ","158,036   "
15,Hawaii,1999,"894,800   ","602,712   ","571,544   ","31,168   "
16,Idaho,1999,"933,438   ","654,070   ","621,343   ","32,727   "
17,Illinois,1999,"9,284,042   ","6,451,769   ","6,166,840   ","284,929   "
18,Indiana,1999,"4,567,525   ","3,120,232   ","3,029,236   ","90,996   "
19,Iowa,1999,"2,223,095   ","1,594,486   ","1,552,048   ","42,438   "
20,Kansas,1999,"1,987,668   ","1,406,532   ","1,357,695   ","48,837   "
21,Kentucky,1999,"3,060,360   ","1,943,526   ","1,856,045   ","87,481   "
22,Louisiana,1999,"3,279,535   ","2,022,625   ","1,922,662   ","99,963   "
23,Maine,1999,"983,114   ","668,165   ","641,613   ","26,552   "
24,Maryland,1999,"3,952,810   ","2,768,510   ","2,673,540   ","94,970   "
25,Massachusetts,1999,"4,889,556   ","3,356,866   ","3,246,036   ","110,830   "
26,Michigan,1999,"7,472,651   ","5,107,241   ","4,914,945   ","192,296   "
27,Minnesota,1999,"3,676,458   ","2,747,501   ","2,672,077   ","75,424   "
28,Mississippi,1999,"2,081,853   ","1,281,149   ","1,215,767   ","65,382   "
29,Missouri,1999,"4,196,988   ","2,937,685   ","2,842,743   ","94,942   "
30,Montana,1999,"681,267   ","467,160   ","442,416   ","24,744   "
31,Nebraska,1999,"1,274,431   ","931,894   ","906,265   ","25,629   "
32,Nevada,1999,"1,464,585   ","1,022,389   ","980,904   ","41,485   "
33,New Hampshire,1999,"934,125   ","674,726   ","656,317   ","18,409   "
34,New Jersey,1999,"6,393,494   ","4,279,606   ","4,089,537   ","190,069   "
35,New Mexico,1999,"1,329,151   ","838,078   ","791,157   ","46,921   "
36,New York,1999,"14,462,646   ","9,106,156   ","8,635,000   ","471,156   "
37,North Carolina,1999,"6,024,469   ","4,036,617   ","3,903,101   ","133,516   "
38,North Dakota,1999,"484,903   ","343,117   ","332,397   ","10,720   "
39,Ohio,1999,"8,597,841   ","5,756,873   ","5,508,523   ","248,350   "
40,Oklahoma,1999,"2,559,542   ","1,655,701   ","1,597,918   ","57,783   "
41,Oregon,1999,"2,612,383   ","1,784,626   ","1,686,843   ","97,783   "
42,Pennsylvania,1999,"9,456,972   ","6,088,433   ","5,815,459   ","272,974   "
44,Rhode Island,1999,"804,064   ","538,280   ","515,704   ","22,576   "
45,South Carolina,1999,"2,986,809   ","1,957,132   ","1,875,672   ","81,460   "
46,South Dakota,1999,"555,588   ","403,007   ","392,099   ","10,908   "
47,Tennessee,1999,"4,314,672   ","2,835,906   ","2,723,647   ","112,259   "
48,Texas,1999,"14,913,360   ","10,271,542   ","9,787,495   ","484,047   "
49,Utah,1999,"1,552,141   ","1,121,480   ","1,082,172   ","39,308   "
50,Vermont,1999,"469,077   ","337,186   ","326,858   ","10,328   "
51,Virginia,1999,"5,226,584   ","3,549,618   ","3,454,972   ","94,646   "
